Net Metrekare,Oda Sayısı,Bulunduğu Kat,Banyo Sayısı,Binanın Yaşı,Binanın Kat Sayısı,Site İçerisinde,price
130.0,3.0,3.0,1,3.0,5,0.0,2.92
98.0,2.0,2.0,1,5.0,4,0.0,2.3
110.0,2.0,3.0,2,0.0,3,0.0,2.625
80.0,2.0,2.0,1,4.0,3,0.0,2.25
120.0,2.0,2.0,1,0.0,4,0.0,1.999
102.0,3.0,1.0,2,0.0,3,0.0,2.79
110.0,3.0,2.0,1,0.0,4,0.0,3.0
145.0,3.0,2.0,1,21.0,4,0.0,2.05
110.0,3.0,2.0,1,0.0,4,0.0,3.1
85.0,2.0,4.0,1,21.0,4,0.0,1.69
110.0,3.0,2.0,2,0.0,3,0.0,3.348
145.0,4.0,2.0,2,0.0,4,0.0,3.5
95.0,2.0,4.0,1,4.0,7,0.0,4.25
244.0,1.0,2.0,0,21.0,4,0.0,4.5
95.0,2.0,3.0,1,0.0,3,0.0,2.2
140.0,3.0,1.0,2,0.0,3,0.0,3.1
140.0,3.0,3.0,1,5.0,3,0.0,2.75
157.0,3.0,2.0,2,5.0,3,1.0,3.35
110.0,3.0,3.0,1,4.0,4,0.0,3.125
75.0,2.0,1.0,1,0.0,4,0.0,2.37
190.0,4.0,3.0,1,2.0,3,0.0,3.7
85.0,2.0,3.0,1,0.0,4,1.0,3.4
85.0,2.0,3.0,1,0.0,4,1.0,3.35
90.0,2.0,2.0,1,5.0,3,0.0,2.15
79.0,2.0,2.0,1,0.0,4,0.0,2.299999
60.0,1.0,2.0,1,5.0,3,0.0,1.545
125.0,3.0,4.0,1,21.0,5,1.0,1.695
91.0,3.0,2.0,1,5.0,4,0.0,2.85
220.0,4.0,4.0,3,11.0,4,0.0,3.85
85.0,3.0,1.0,1,11.0,14,0.0,2.15
10.0,3.0,1.0,1,4.0,3,1.0,3.3
145.0,3.0,2.0,2,11.0,2,0.0,2.7
110.0,3.0,2.0,1,0.0,3,0.0,2.95
85.0,2.0,2.0,1,21.0,3,0.0,2.99
192.0,2.0,2.0,0,3.0,3,0.0,9.75
80.0,2.0,3.0,1,16.0,3,0.0,1.699
110.0,3.0,1.0,1,5.0,3,0.0,2.8
85.0,2.0,2.0,1,0.0,3,0.0,2.045
157.0,3.0,2.0,2,5.0,5,1.0,4.995
100.0,2.0,1.0,1,11.0,3,0.0,2.77
100.0,2.0,2.0,1,0.0,4,0.0,2.31
80.0,2.0,1.0,1,5.0,5,0.0,1.82
90.0,2.0,4.0,1,16.0,4,0.0,0.99
85.0,2.0,2.0,1,5.0,4,0.0,1.92
90.0,2.0,2.0,1,5.0,5,0.0,1.59
220.0,4.0,5.0,2,0.0,5,0.0,3.8
70.0,2.0,2.0,1,2.0,5,0.0,2.3
90.0,2.0,2.0,1,0.0,5,0.0,2.6
80.0,2.0,2.0,1,0.0,5,0.0,2.17
170.0,3.0,9.0,2,4.0,9,1.0,5.8
70.0,2.0,2.0,1,0.0,3,0.0,2.39
90.0,2.0,4.0,1,5.0,4,0.0,2.0
100.0,3.0,2.0,2,0.0,4,0.0,2.7
130.0,4.0,4.0,2,0.0,4,0.0,4.0
120.0,3.0,7.0,1,5.0,7,1.0,4.25
100.0,3.0,2.0,1,4.0,4,0.0,2.15
125.0,3.0,3.0,2,4.0,9,1.0,4.75
230.0,4.0,2.0,2,0.0,5,0.0,7.85
250.0,5.0,6.0,2,5.0,6,0.0,4.1
135.0,3.0,2.0,1,0.0,4,0.0,3.65
90.0,2.0,3.0,1,0.0,4,0.0,2.7
145.0,3.0,2.0,1,0.0,3,0.0,3.25
145.0,3.0,3.0,2,0.0,6,1.0,4.25
98.0,2.0,2.0,1,0.0,3,0.0,3.15
135.0,2.0,3.0,1,0.0,3,0.0,3.55
120.0,2.0,2.0,1,0.0,3,0.0,2.65
120.0,2.0,2.0,1,0.0,3,0.0,2.65
107.0,2.0,3.0,2,0.0,3,0.0,2.75
75.0,2.0,2.0,1,21.0,6,0.0,1.15
180.0,4.0,4.0,1,0.0,4,0.0,4.85
90.0,2.0,3.0,1,0.0,4,0.0,2.6
125.0,3.0,4.0,2,0.0,5,0.0,3.85
90.0,2.0,1.0,1,0.0,3,0.0,2.25
105.0,2.0,3.0,1,0.0,3,0.0,2.1
310.0,1.0,2.0,0,21.0,3,0.0,7.5
70.0,2.0,2.0,1,16.0,2,0.0,1.75
130.0,3.0,2.0,1,3.0,3,0.0,2.55
60.0,1.0,2.0,1,11.0,9,1.0,1.825
120.0,3.0,2.0,1,0.0,4,0.0,3.3
100.0,2.0,2.0,1,4.0,4,0.0,1.86
125.0,3.0,1.0,2,0.0,3,0.0,3.75
90.0,2.0,2.0,1,0.0,4,0.0,2.6
90.0,2.0,2.0,1,0.0,3,0.0,2.7
95.0,2.0,2.0,2,5.0,5,0.0,1.8
90.0,2.0,2.0,1,0.0,4,0.0,2.5
90.0,2.0,3.0,1,0.0,4,0.0,2.54
165.0,4.0,3.0,2,5.0,3,0.0,6.6
150.0,4.0,4.0,2,0.0,4,0.0,3.95
130.0,3.0,2.0,1,3.0,3,0.0,2.55
180.0,4.0,2.0,1,0.0,5,0.0,6.25
200.0,4.0,5.0,2,0.0,5,0.0,4.0
90.0,2.0,4.0,1,0.0,4,0.0,2.7
110.0,3.0,5.0,2,4.0,5,0.0,3.0
170.0,4.0,2.0,2,0.0,4,0.0,3.3
105.0,2.0,1.0,1,0.0,5,0.0,2.3
120.0,3.0,6.0,1,21.0,8,1.0,2.9
125.0,3.0,2.0,1,11.0,3,0.0,4.35
90.0,2.0,2.0,1,0.0,4,0.0,3.0
180.0,4.0,2.0,1,0.0,4,0.0,2.85
120.0,3.0,2.0,1,0.0,4,0.0,3.6
180.0,4.0,4.0,2,0.0,4,0.0,4.45
110.0,3.0,2.0,1,0.0,5,0.0,3.35
75.0,2.0,2.0,1,1.0,5,0.0,1.72
170.0,4.0,4.0,1,0.0,4,0.0,3.75
90.0,2.0,3.0,1,11.0,5,0.0,2.75
75.0,2.0,2.0,1,5.0,4,0.0,2.45
80.0,2.0,2.0,1,0.0,4,0.0,2.18
90.0,2.0,2.0,1,0.0,4,0.0,1.98
80.0,2.0,3.0,1,4.0,5,0.0,2.6
135.0,3.0,4.0,1,21.0,7,0.0,2.48
85.0,2.0,3.0,1,0.0,4,0.0,2.44
130.0,3.0,3.0,1,0.0,4,0.0,3.6
90.0,2.0,2.0,2,2.0,4,0.0,2.5
100.0,2.0,5.0,2,3.0,5,0.0,2.43
120.0,3.0,3.0,1,0.0,5,1.0,3.4
120.0,3.0,3.0,1,0.0,5,0.0,2.8
105.0,3.0,2.0,1,0.0,3,0.0,2.85
120.0,3.0,2.0,2,3.0,4,0.0,2.65
100.0,2.0,4.0,1,0.0,4,0.0,2.7
85.0,2.0,4.0,1,0.0,5,0.0,2.5
140.0,4.0,2.0,2,0.0,4,0.0,3.5
244.0,3.0,2.0,1,21.0,1,0.0,3.45
90.0,2.0,3.0,1,0.0,4,0.0,3.0
130.0,3.0,2.0,1,0.0,4,0.0,3.4
130.0,3.0,2.0,2,0.0,9,1.0,3.0
175.0,3.0,4.0,2,0.0,4,1.0,3.8
152.0,3.0,2.0,2,0.0,4,1.0,3.3
165.0,3.0,2.0,2,0.0,3,0.0,2.625
165.0,3.0,2.0,2,0.0,3,0.0,3.25
150.0,4.0,2.0,2,0.0,5,0.0,3.2
350.0,7.0,2.0,3,0.0,3,0.0,22.0
130.0,3.0,2.0,1,0.0,3,0.0,2.65
150.0,3.0,2.0,1,5.0,3,0.0,3.0
160.0,4.0,2.0,2,3.0,7,0.0,4.65
59.0,1.0,2.0,1,0.0,3,0.0,1.675
79.0,2.0,2.0,1,0.0,3,1.0,2.199999
170.0,4.0,3.0,1,3.0,3,0.0,2.999999
85.0,2.0,2.0,1,0.0,4,0.0,2.1
100.0,3.0,2.0,1,0.0,4,0.0,2.2
130.0,3.0,1.0,1,5.0,4,0.0,2.6
85.0,2.0,1.0,1,0.0,5,0.0,2.0
60.0,2.0,4.0,1,21.0,6,0.0,1.275
200.0,5.0,3.0,2,0.0,3,0.0,4.58
120.0,3.0,3.0,1,21.0,6,0.0,2.35
130.0,3.0,2.0,2,4.0,4,0.0,2.6
120.0,3.0,2.0,1,11.0,4,0.0,2.2
124.0,3.0,6.0,2,0.0,9,1.0,4.5
85.0,2.0,2.0,1,0.0,3,0.0,2.63
110.0,2.0,2.0,1,0.0,4,0.0,2.35
97.0,2.0,2.0,1,0.0,3,0.0,2.7
95.0,3.0,2.0,1,0.0,4,0.0,3.75
90.0,2.0,2.0,1,0.0,4,0.0,1.985
105.0,2.0,3.0,1,0.0,4,0.0,2.13
200.0,6.0,2.0,2,16.0,4,0.0,4.499
110.0,3.0,2.0,1,5.0,3,0.0,2.895
85.0,2.0,3.0,1,0.0,4,0.0,2.499
93.0,2.0,2.0,1,0.0,3,1.0,3.0
198.0,8.0,2.0,4,16.0,3,0.0,4.25
112.0,3.0,4.0,1,21.0,7,1.0,2.1
120.0,3.0,2.0,1,0.0,3,1.0,3.8
65.0,2.0,2.0,1,21.0,8,0.0,2.2
140.0,3.0,2.0,2,5.0,3,0.0,4.25
85.0,2.0,2.0,1,4.0,3,0.0,2.45
179.0,3.0,2.0,2,0.0,2,0.0,4.0
140.0,3.0,2.0,2,21.0,2,1.0,8.49
88.0,3.0,1.0,1,1.0,3,0.0,2.59
400.0,6.0,2.0,4,16.0,4,0.0,15.0
45.0,2.0,2.0,1,0.0,1,0.0,0.65
200.0,4.0,3.0,2,5.0,3,0.0,7.585
130.0,3.0,2.0,1,21.0,5,0.0,1.85
175.0,3.0,2.0,2,0.0,5,1.0,3.5
175.0,3.0,2.0,2,0.0,5,1.0,3.75
80.0,2.0,2.0,1,0.0,3,0.0,1.775
100.0,3.0,3.0,1,21.0,4,0.0,1.85
80.0,2.0,2.0,1,1.0,3,1.0,1.9
145.0,3.0,2.0,2,0.0,3,0.0,2.63
105.0,3.0,2.0,1,11.0,9,1.0,2.49
135.0,3.0,4.0,2,5.0,4,0.0,3.5
95.0,3.0,2.0,1,0.0,3,0.0,2.695
90.0,2.0,3.0,1,5.0,4,0.0,3.0
110.0,3.0,3.0,1,21.0,13,0.0,2.95
100.0,2.0,6.0,1,11.0,10,1.0,2.9
85.0,2.0,2.0,1,16.0,3,1.0,2.0
120.0,3.0,2.0,2,5.0,3,0.0,2.35
95.0,3.0,1.0,1,0.0,3,0.0,2.75
100.0,2.0,3.0,1,5.0,4,0.0,2.25
120.0,3.0,1.0,1,21.0,5,1.0,1.95
95.0,2.0,2.0,1,5.0,5,1.0,2.3
235.0,1.0,2.0,0,21.0,3,0.0,7.55
120.0,2.0,2.0,1,0.0,3,0.0,2.549
120.0,3.0,2.0,2,0.0,3,0.0,2.949
105.0,3.0,3.0,2,0.0,4,1.0,5.5
120.0,3.0,1.0,1,21.0,5,1.0,2.25
130.0,3.0,2.0,1,21.0,5,0.0,3.15
120.0,2.0,3.0,1,0.0,3,0.0,2.1
160.0,4.0,3.0,1,5.0,4,0.0,3.35
80.0,2.0,1.0,1,0.0,4,1.0,6.25
187.0,3.0,4.0,2,0.0,4,0.0,3.8
57.0,1.0,2.0,1,0.0,4,1.0,2.75
110.0,3.0,2.0,1,0.0,4,0.0,2.445
130.0,3.0,2.0,2,0.0,3,0.0,2.95
105.0,3.0,4.0,1,21.0,5,1.0,1.51
145.0,3.0,3.0,1,0.0,3,0.0,2.55
120.0,3.0,3.0,1,5.0,5,0.0,2.85
150.0,5.0,4.0,2,0.0,5,0.0,5.5
165.0,4.0,2.0,2,16.0,5,0.0,2.75
90.0,2.0,2.0,1,0.0,3,0.0,2.1
110.0,3.0,1.0,1,21.0,4,0.0,2.5
130.0,3.0,3.0,1,5.0,3,0.0,2.45
196.0,3.0,2.0,1,21.0,2,0.0,13.5
180.0,6.0,4.0,2,0.0,5,0.0,6.0
100.0,2.0,2.0,1,2.0,3,0.0,2.95
140.0,3.0,1.0,1,4.0,4,0.0,4.0
220.0,4.0,2.0,1,21.0,2,0.0,1.8
100.0,2.0,4.0,1,21.0,5,0.0,1.9
120.0,3.0,2.0,1,0.0,3,0.0,3.175
120.0,3.0,2.0,2,0.0,3,1.0,3.25
110.0,3.0,2.0,1,11.0,4,1.0,1.975
100.0,3.0,1.0,1,11.0,3,0.0,1.95
215.0,5.0,4.0,3,11.0,4,0.0,3.65
260.0,6.0,2.0,2,3.0,4,1.0,12.5
135.0,3.0,2.0,1,0.0,4,0.0,2.95
500.0,8.0,2.0,6,0.0,4,0.0,16.0
100.0,3.0,2.0,1,21.0,1,0.0,5.0
150.0,3.0,2.0,1,0.0,3,0.0,4.1
100.0,2.0,2.0,2,4.0,4,1.0,3.4
85.0,2.0,3.0,1,11.0,6,0.0,2.32
224.0,4.0,7.0,2,11.0,7,0.0,9.0
275.0,5.0,2.0,4,0.0,2,0.0,18.5
75.0,2.0,1.0,1,11.0,7,0.0,1.94
130.0,3.0,1.0,1,11.0,10,0.0,2.95
130.0,3.0,4.0,1,11.0,9,0.0,2.78
120.0,4.0,1.0,2,11.0,5,0.0,3.5
120.0,2.0,6.0,1,11.0,6,0.0,2.1
70.0,2.0,2.0,1,5.0,4,0.0,2.98
150.0,4.0,2.0,3,0.0,2,0.0,13.5
160.0,4.0,3.0,2,16.0,7,0.0,3.24
235.0,4.0,2.0,2,21.0,2,0.0,5.9
80.0,2.0,2.0,1,5.0,3,0.0,2.15
280.0,4.0,2.0,3,0.0,2,1.0,14.5
98.0,3.0,3.0,1,2.0,4,0.0,2.95
85.0,2.0,3.0,1,16.0,3,0.0,1.68
119.0,3.0,2.0,2,5.0,3,1.0,4.25
180.0,4.0,3.0,1,5.0,3,0.0,4.15
100.0,4.0,2.0,3,5.0,1,0.0,1.43
120.0,2.0,3.0,1,0.0,3,0.0,2.29
70.0,1.0,2.0,1,5.0,4,1.0,1.8
130.0,3.0,1.0,2,0.0,4,0.0,2.75
130.0,3.0,3.0,2,1.0,4,0.0,2.75
110.0,3.0,2.0,2,11.0,13,0.0,2.2
1.5,3.0,2.0,2,5.0,2,0.0,11.75
115.0,3.0,2.0,2,5.0,4,1.0,2.68
85.0,2.0,3.0,1,16.0,4,0.0,1.65
120.0,2.0,2.0,1,5.0,3,0.0,2350.0
340.0,3.0,2.0,1,16.0,3,0.0,8.95
104.0,3.0,2.0,1,5.0,3,1.0,3.35
114.0,3.0,3.0,1,0.0,3,0.0,3.1
85.0,2.0,2.0,1,5.0,3,0.0,2.6
120.0,3.0,4.0,1,1.0,4,1.0,3.62
135.0,3.0,1.0,1,0.0,3,0.0,2.99
130.0,3.0,3.0,2,0.0,3,0.0,2.55
120.0,3.0,1.0,1,21.0,7,0.0,2.495
105.0,3.0,4.0,1,21.0,6,1.0,1.43
80.0,2.0,2.0,1,0.0,3,0.0,2.8
90.0,3.0,3.0,1,11.0,3,1.0,2.995
80.0,1.0,2.0,1,0.0,2,1.0,2.75
77.0,2.0,1.0,1,4.0,4,1.0,2.5725
70.0,2.0,3.0,1,2.0,3,0.0,2.1
95.0,2.0,3.0,1,0.0,3,0.0,2.0
140.0,4.0,3.0,2,5.0,4,0.0,2.5
165.0,4.0,1.0,2,0.0,4,1.0,7.75
70.0,2.0,4.0,1,21.0,4,0.0,3.0
55.0,1.0,2.0,1,5.0,5,1.0,1.545
85.0,2.0,1.0,1,16.0,3,1.0,2.36
85.0,2.0,3.0,1,21.0,4,0.0,1.58
77.0,2.0,5.0,1,11.0,9,1.0,1.89
90.0,1.0,2.0,1,0.0,3,0.0,3.6
130.0,3.0,2.0,2,0.0,3,0.0,2.4
150.0,3.0,4.0,2,5.0,4,0.0,3.5
150.0,3.0,1.0,1,21.0,1,0.0,4.75
110.0,2.0,2.0,1,0.0,4,0.0,2.6
80.0,2.0,1.0,1,4.0,4,0.0,2.6
110.0,3.0,4.0,1,21.0,5,1.0,2.35
110.0,3.0,2.0,1,11.0,3,0.0,2.75
98.0,3.0,2.0,1,21.0,5,0.0,2.65
120.0,3.0,5.0,1,21.0,5,0.0,1.55
120.0,2.0,2.0,1,21.0,4,1.0,8.5
80.0,2.0,2.0,1,0.0,3,0.0,1.85
105.0,3.0,2.0,1,5.0,4,0.0,2.3
115.0,3.0,2.0,1,0.0,7,0.0,4.0
98.0,3.0,1.0,1,0.0,4,0.0,3.099
120.0,3.0,2.0,2,0.0,3,0.0,5.25
90.0,2.0,3.0,1,0.0,4,0.0,2.849
117.0,3.0,2.0,2,3.0,3,1.0,3.79
78.0,2.0,2.0,1,11.0,4,0.0,2.0
175.0,3.0,2.0,2,0.0,4,0.0,6.725
95.0,3.0,2.0,2,4.0,3,1.0,3.44
120.0,3.0,3.0,1,0.0,5,0.0,3.2
140.0,3.0,3.0,1,11.0,4,0.0,3.275
175.0,3.0,4.0,2,0.0,4,0.0,6.5
120.0,3.0,2.0,1,21.0,5,0.0,2.699
100.0,3.0,2.0,1,21.0,3,0.0,5.25
90.0,2.0,2.0,1,4.0,1,0.0,2.85
95.0,2.0,3.0,1,0.0,5,1.0,2.7
100.0,2.0,2.0,2,5.0,4,0.0,2.225
125.0,3.0,2.0,1,0.0,4,0.0,2.65
100.0,2.0,2.0,1,3.0,4,0.0,2.35
113.0,3.0,1.0,1,5.0,4,0.0,2.785
85.0,2.0,2.0,1,2.0,3,0.0,1.95
115.0,3.0,3.0,1,4.0,3,0.0,1.94
130.0,3.0,2.0,2,0.0,3,1.0,5.25
139.0,3.0,3.0,1,0.0,3,1.0,4.3
85.0,2.0,2.0,1,21.0,3,0.0,1.47
125.0,3.0,2.0,1,21.0,4,0.0,2.3
70.0,1.0,1.0,1,5.0,3,0.0,1.7
90.0,2.0,2.0,1,4.0,3,0.0,2.42
99.0,3.0,2.0,1,0.0,3,0.0,2.599999
135.0,3.0,2.0,1,21.0,5,0.0,1.215
100.0,3.0,1.0,1,21.0,5,0.0,1.55
100.0,3.0,2.0,1,11.0,3,1.0,3.65
70.0,1.0,2.0,1,0.0,4,0.0,1.6
252.0,5.0,3.0,2,5.0,5,0.0,3.7
63.0,2.0,2.0,2,5.0,2,0.0,0.3
180.0,4.0,3.0,2,5.0,3,0.0,3.5
120.0,3.0,3.0,1,0.0,3,0.0,2.499999
150.0,3.0,2.0,1,0.0,5,0.0,3.5
115.0,3.0,2.0,1,0.0,3,0.0,2.69
105.0,3.0,2.0,2,0.0,3,0.0,2.57
95.0,2.0,3.0,1,0.0,3,1.0,3.15
125.0,3.0,3.0,2,21.0,4,0.0,4.5
100.0,2.0,2.0,1,0.0,3,0.0,2.9
110.0,2.0,3.0,1,3.0,3,0.0,3.1
95.0,2.0,2.0,1,5.0,3,0.0,2.5
70.0,2.0,1.0,1,1.0,4,0.0,3.75
170.0,4.0,4.0,2,5.0,4,0.0,4.95
185.0,4.0,2.0,2,4.0,4,0.0,3.27
90.0,2.0,2.0,1,0.0,3,0.0,2.425
150.0,4.0,2.0,3,5.0,1,1.0,2.95
125.0,3.0,2.0,1,0.0,3,0.0,2.43
80.0,2.0,2.0,1,0.0,3,1.0,3.45
85.0,2.0,2.0,1,0.0,3,0.0,2.299999
110.0,2.0,3.0,1,0.0,4,0.0,2.575
115.0,3.0,3.0,1,0.0,3,0.0,2.2
89.0,2.0,1.0,1,0.0,3,0.0,1.95
70.0,2.0,2.0,1,2.0,4,0.0,2.25
120.0,3.0,2.0,1,0.0,4,0.0,2.8
121.0,3.0,2.0,1,5.0,2,0.0,2.35
75.0,2.0,2.0,1,0.0,3,0.0,1.8
80.0,2.0,2.0,1,5.0,3,1.0,1.665
123.0,3.0,2.0,2,0.0,3,1.0,3.7
125.0,3.0,2.0,1,11.0,3,0.0,2.1
175.0,4.0,2.0,2,5.0,5,0.0,3.85
110.0,2.0,2.0,1,0.0,3,0.0,2.25
80.0,2.0,2.0,1,0.0,3,0.0,2.6
125.0,3.0,2.0,1,0.0,4,0.0,3.49
85.0,2.0,2.0,1,5.0,3,1.0,2.15
100.0,2.0,3.0,1,21.0,4,0.0,1.46
70.0,2.0,2.0,2,11.0,5,0.0,1.43
220.0,4.0,4.0,2,16.0,4,1.0,5.75
115.0,3.0,3.0,1,21.0,7,0.0,1.6
114.0,2.0,1.0,1,0.0,3,1.0,4.15
65.0,1.0,2.0,1,5.0,2,1.0,1.52
130.0,3.0,2.0,1,21.0,7,0.0,3.0
118.0,4.0,2.0,1,3.0,3,0.0,2.965
85.0,2.0,2.0,1,1.0,4,0.0,3.0
320.0,4.0,4.0,3,11.0,4,1.0,15.0
110.0,3.0,3.0,1,0.0,3,1.0,4.85
160.0,4.0,2.0,1,0.0,1,0.0,11.0
105.0,2.0,4.0,1,2.0,4,1.0,3.075
100.0,2.0,1.0,1,0.0,4,0.0,3.6
90.0,2.0,2.0,1,0.0,4,0.0,2.8
240.0,5.0,2.0,2,0.0,4,0.0,5.7
80.0,2.0,2.0,2,5.0,3,0.0,2.2
160.0,3.0,1.0,2,0.0,3,0.0,3.65
110.0,3.0,2.0,2,5.0,3,0.0,2.925
120.0,3.0,2.0,2,5.0,3,1.0,4.95
80.0,2.0,2.0,1,5.0,4,0.0,1.575
162.0,3.0,1.0,2,0.0,4,0.0,4.65
170.0,4.0,2.0,2,4.0,3,0.0,6.25
110.0,2.0,3.0,1,5.0,3,0.0,2.25
85.0,3.0,1.0,1,0.0,5,1.0,7.5
105.0,2.0,3.0,1,4.0,4,0.0,2.8
115.0,3.0,2.0,1,5.0,4,0.0,2.999999
75.0,2.0,2.0,1,21.0,3,0.0,1.975
153.0,3.0,4.0,2,0.0,4,0.0,3.7
120.0,3.0,2.0,1,0.0,2,0.0,2.7
145.0,3.0,5.0,2,4.0,5,0.0,4.4
85.0,2.0,2.0,1,0.0,3,0.0,1.95
120.0,3.0,1.0,2,0.0,4,0.0,3.95
150.0,4.0,1.0,1,16.0,4,0.0,1.615
115.0,3.0,4.0,1,2.0,4,0.0,2.7
110.0,3.0,2.0,2,0.0,3,1.0,3.55
90.0,2.0,3.0,2,11.0,3,0.0,1.895
145.0,3.0,2.0,2,5.0,6,1.0,3.075
127.0,3.0,5.0,1,16.0,5,0.0,1.65
135.0,3.0,1.0,1,5.0,4,0.0,3.35
150.0,3.0,1.0,2,0.0,2,0.0,3.85
140.0,2.0,3.0,1,3.0,3,0.0,4.55
130.0,3.0,2.0,2,11.0,3,0.0,2.95
82.0,2.0,2.0,1,1.0,3,1.0,2.2
110.0,3.0,2.0,1,0.0,3,0.0,2.5
120.0,3.0,2.0,1,0.0,4,0.0,3.2
250.0,5.0,2.0,3,11.0,4,0.0,6.6
140.0,3.0,3.0,1,1.0,3,0.0,2.55
128.0,3.0,2.0,2,0.0,3,0.0,2.95
90.0,3.0,2.0,1,0.0,4,0.0,2.99
85.0,2.0,2.0,1,21.0,3,0.0,1.55
95.0,2.0,2.0,1,0.0,4,0.0,1.925
90.0,2.0,2.0,1,1.0,4,0.0,1.925
50.0,1.0,2.0,1,5.0,3,0.0,1.55
100.0,2.0,3.0,1,21.0,4,1.0,1.985
85.0,2.0,3.0,1,11.0,3,0.0,1.925
130.0,3.0,2.0,1,0.0,4,0.0,3.19
170.0,4.0,1.0,1,5.0,3,0.0,3.2
110.0,2.0,2.0,1,4.0,4,0.0,2.05
