Net Metrekare,Oda Sayısı,Bulunduğu Kat,Banyo Sayısı,Binanın Yaşı,Binanın Kat Sayısı,Site İçerisinde,price
190.0,3.0,2.0,1,0.0,4,0.0,2.65
49.0,1.0,3.0,1,0.0,4,1.0,3.165
100.0,3.0,2.0,1,0.0,3,0.0,2.65
118.0,2.0,2.0,2,0.0,3,0.0,2.525
200.0,4.0,2.0,6,0.0,2,1.0,15.5
80.0,2.0,2.0,1,5.0,4,0.0,2.0
175.0,4.0,3.0,1,0.0,3,0.0,4.0
90.0,2.0,3.0,1,1.0,3,0.0,1.95
120.0,3.0,2.0,1,0.0,3,0.0,4.0
140.0,4.0,2.0,1,0.0,4,0.0,2.75
95.0,2.0,4.0,1,0.0,5,0.0,3.15
110.0,3.0,4.0,1,11.0,4,0.0,1.875
65.0,1.0,1.0,1,5.0,3,0.0,2.15
60.0,1.0,2.0,1,4.0,3,1.0,1.9
125.0,3.0,2.0,1,0.0,1,0.0,2.646
260.0,4.0,2.0,3,5.0,4,1.0,7.195
240.0,4.0,6.0,2,21.0,6,1.0,3.9
140.0,3.0,2.0,1,4.0,3,0.0,2.75
130.0,3.0,1.0,1,0.0,8,1.0,3.5
120.0,3.0,2.0,1,21.0,3,1.0,2.7
80.0,2.0,2.0,2,0.0,3,0.0,2.0
70.0,2.0,1.0,1,0.0,3,0.0,1.995
270.0,4.0,2.0,2,0.0,4,0.0,4.1
80.0,2.0,3.0,1,0.0,5,0.0,4.25
95.0,3.0,3.0,1,0.0,4,0.0,2.849
80.0,2.0,1.0,1,21.0,5,0.0,1.22
80.0,2.0,5.0,1,21.0,5,0.0,1.4
190.0,3.0,2.0,2,0.0,4,0.0,4.0
130.0,3.0,2.0,1,0.0,5,0.0,3.25
70.0,2.0,2.0,1,0.0,3,0.0,2.875
155.0,3.0,2.0,2,0.0,3,0.0,4.0
170.0,4.0,5.0,2,2.0,5,1.0,6.75
145.0,3.0,2.0,2,0.0,3,0.0,3.85
125.0,2.0,2.0,1,4.0,4,1.0,2.47
85.0,2.0,3.0,1,0.0,4,0.0,2.5
125.0,3.0,3.0,1,0.0,3,0.0,4.1
150.0,4.0,3.0,2,5.0,4,1.0,10.6
77.0,2.0,5.0,1,5.0,11,1.0,2.35
80.0,2.0,2.0,1,0.0,3,0.0,2.745
80.0,2.0,2.0,1,21.0,3,0.0,1.55
150.0,4.0,1.0,2,11.0,3,0.0,2.8
175.0,4.0,2.0,2,3.0,4,0.0,3.65
90.0,3.0,3.0,1,0.0,3,0.0,2.85
110.0,3.0,2.0,1,5.0,7,0.0,3.25
80.0,1.0,2.0,0,16.0,5,0.0,0.63
80.0,2.0,2.0,1,5.0,4,0.0,2.35
85.0,2.0,2.0,1,0.0,3,0.0,2.2
100.0,3.0,2.0,1,21.0,4,0.0,1.82
227.0,4.0,2.0,3,3.0,2,0.0,9.9
70.0,2.0,2.0,1,4.0,4,0.0,1.89
125.0,3.0,1.0,1,5.0,3,0.0,3.0
90.0,2.0,2.0,2,5.0,3,1.0,1.9
445.0,1.0,2.0,0,16.0,5,0.0,25.0
160.0,3.0,2.0,3,0.0,4,0.0,3.25
116.0,3.0,2.0,1,2.0,3,0.0,2.375
63.0,1.0,2.0,1,5.0,3,1.0,2.075
90.0,2.0,2.0,1,0.0,3,0.0,1.95
120.0,3.0,2.0,1,5.0,4,0.0,2.495
140.0,4.0,3.0,2,5.0,4,1.0,3.3
80.0,2.0,3.0,1,16.0,3,0.0,1.7
75.0,2.0,2.0,1,4.0,4,0.0,2.65
135.0,3.0,2.0,1,3.0,4,0.0,3.08
140.0,3.0,2.0,1,4.0,4,0.0,4.28
80.0,2.0,2.0,1,1.0,4,0.0,3.25
55.0,1.0,2.0,1,5.0,3,1.0,2.25
120.0,3.0,3.0,2,5.0,6,0.0,3.55
85.0,1.0,2.0,2,5.0,4,0.0,1.599
95.0,3.0,2.0,1,0.0,4,0.0,2.675
90.0,2.0,2.0,1,0.0,3,0.0,1.95
90.0,2.0,2.0,1,5.0,3,0.0,2.69
125.0,3.0,5.0,1,11.0,5,1.0,2.25
140.0,3.0,2.0,1,16.0,4,0.0,2.199
200.0,4.0,2.0,2,0.0,3,0.0,3.55
195.0,5.0,3.0,2,0.0,3,0.0,3.5
175.0,3.0,3.0,4,0.0,3,0.0,3.496
140.0,3.0,2.0,1,4.0,3,0.0,2.596
100.0,2.0,2.0,4,21.0,4,0.0,6.75
85.0,2.0,2.0,1,3.0,3,0.0,1.945
130.0,3.0,2.0,2,0.0,3,0.0,2.749
185.0,4.0,3.0,2,4.0,4,0.0,3.294
165.0,3.0,2.0,2,0.0,3,0.0,3.3
100.0,3.0,2.0,1,0.0,3,0.0,3.064
85.0,2.0,2.0,1,0.0,3,0.0,2.498
100.0,2.0,2.0,1,5.0,10,1.0,3.1
80.0,2.0,2.0,1,0.0,3,0.0,2.999
85.0,2.0,2.0,1,0.0,3,0.0,2.395
110.0,3.0,2.0,1,21.0,2,0.0,2.95
134.0,1.0,2.0,0,21.0,4,0.0,7.5
132.0,3.0,1.0,1,5.0,4,0.0,3.35
115.0,3.0,3.0,1,4.0,3,0.0,2.94
95.0,2.0,2.0,1,5.0,5,0.0,2.1
85.0,2.0,2.0,1,1.0,3,0.0,2.2
140.0,3.0,1.0,1,1.0,2,0.0,3.3
70.0,2.0,3.0,1,3.0,3,0.0,1.925
250.0,5.0,3.0,4,21.0,4,1.0,12.0
105.0,3.0,2.0,1,4.0,3,0.0,3.1
45.0,1.0,2.0,1,5.0,4,1.0,1.58
120.0,3.0,5.0,1,21.0,5,1.0,2.65
101.0,3.0,2.0,2,2.0,3,0.0,3.5
80.0,2.0,1.0,1,0.0,4,0.0,2.685
90.0,2.0,2.0,2,2.0,3,0.0,1.95
150.0,3.0,3.0,1,0.0,3,0.0,3.2
81.0,1.0,2.0,1,5.0,2,1.0,2.8
122.0,3.0,1.0,2,0.0,4,1.0,4.147
130.0,3.0,2.0,2,1.0,3,0.0,4.29
80.0,2.0,1.0,1,5.0,5,0.0,3.995
64.0,1.0,2.0,0,21.0,4,0.0,3.0
128.0,4.0,2.0,2,1.0,4,1.0,6.15
105.0,3.0,1.0,1,4.0,3,0.0,2.63
120.0,3.0,2.0,1,11.0,4,1.0,3.25
125.0,3.0,2.0,2,4.0,4,1.0,3.325
80.0,3.0,2.0,1,0.0,5,0.0,2.895
60.0,1.0,1.0,1,4.0,5,0.0,2.15
55.0,1.0,1.0,1,0.0,3,0.0,1.85
105.0,3.0,3.0,2,0.0,3,0.0,3.5
100.0,2.0,2.0,1,0.0,4,0.0,2.4
180.0,4.0,3.0,2,0.0,3,0.0,3.25
135.0,3.0,4.0,1,4.0,4,0.0,2.4
90.0,2.0,2.0,1,4.0,3,0.0,2.14
74.0,2.0,1.0,1,4.0,5,1.0,2.65
90.0,2.0,2.0,1,0.0,4,1.0,3.35
300.0,5.0,2.0,3,0.0,3,0.0,9.999999
110.0,3.0,1.0,1,5.0,3,0.0,2.2
105.0,3.0,2.0,1,0.0,4,0.0,2.6
90.0,2.0,2.0,1,0.0,4,0.0,1.985
100.0,3.0,3.0,1,16.0,3,0.0,1.65
95.0,2.0,1.0,1,11.0,3,0.0,2.25
90.0,3.0,2.0,1,0.0,3,0.0,3.2
85.0,2.0,3.0,1,5.0,4,0.0,2.275
145.0,4.0,2.0,2,0.0,3,0.0,4.15
90.0,3.0,2.0,1,11.0,3,1.0,1.98
85.0,2.0,2.0,1,0.0,3,0.0,2.5
50.0,2.0,2.0,1,4.0,4,0.0,2.35
150.0,4.0,4.0,1,0.0,4,0.0,2.8
170.0,4.0,2.0,2,0.0,3,0.0,3.53
150.0,4.0,3.0,2,0.0,3,0.0,3.4
90.0,2.0,2.0,1,5.0,3,0.0,2.375
170.0,4.0,1.0,1,5.0,3,0.0,3.2
140.0,3.0,2.0,1,2.0,5,0.0,4.2
90.0,2.0,1.0,1,5.0,4,0.0,2.125
250.0,4.0,2.0,2,5.0,3,1.0,5.95
70.0,2.0,1.0,1,1.0,3,0.0,1.775
187.0,3.0,2.0,3,0.0,2,0.0,4.35
30.0,1.0,2.0,1,0.0,2,0.0,0.36
70.0,2.0,2.0,1,5.0,4,0.0,2.25
85.0,2.0,3.0,1,0.0,4,0.0,3.2
190.0,4.0,2.0,1,4.0,4,0.0,4.25
165.0,4.0,1.0,2,0.0,4,1.0,4.7
90.0,2.0,2.0,1,16.0,6,1.0,2.3
75.0,2.0,2.0,1,21.0,4,0.0,3.15
101.0,3.0,2.0,2,0.0,3,0.0,3.275
90.0,2.0,2.0,1,0.0,3,0.0,2.565
136.0,3.0,2.0,1,5.0,4,1.0,3.145
130.0,3.0,1.0,1,11.0,5,0.0,2.35
80.0,2.0,4.0,1,0.0,6,1.0,2.55
110.0,2.0,4.0,1,5.0,4,0.0,2.45
160.0,3.0,3.0,1,5.0,3,0.0,2.6
90.0,2.0,4.0,1,11.0,6,0.0,1.3
140.0,3.0,2.0,2,2.0,3,0.0,4.25
125.0,3.0,2.0,1,0.0,3,1.0,3.5
140.0,3.0,2.0,1,3.0,2,0.0,18.5
90.0,2.0,1.0,1,5.0,3,0.0,2.25
100.0,3.0,2.0,1,0.0,4,0.0,2.25
90.0,2.0,2.0,1,0.0,4,0.0,2.25
120.0,3.0,2.0,1,21.0,5,1.0,1.995
120.0,3.0,2.0,1,21.0,5,0.0,2.46
240.0,3.0,2.0,1,5.0,2,0.0,4.0
100.0,3.0,2.0,1,11.0,3,1.0,3.175
180.0,4.0,2.0,2,5.0,2,1.0,4.5
160.0,4.0,1.0,1,11.0,5,0.0,2.95
90.0,2.0,2.0,1,5.0,3,1.0,2.085
100.0,3.0,2.0,1,16.0,3,0.0,2.1
98.0,2.0,2.0,1,0.0,4,1.0,2.53
180.0,4.0,2.0,2,0.0,2,0.0,10.0
120.0,3.0,2.0,1,11.0,3,1.0,4.5
150.0,3.0,2.0,2,0.0,3,1.0,3.95
120.0,3.0,1.0,2,0.0,4,1.0,3.15
100.0,3.0,3.0,1,11.0,4,1.0,3.55
95.0,2.0,2.0,1,5.0,3,0.0,2.49
90.0,2.0,1.0,1,5.0,3,0.0,3.5
177.0,5.0,3.0,2,5.0,3,0.0,5.275
105.0,2.0,1.0,2,2.0,3,1.0,4.0
30.0,1.0,2.0,1,0.0,2,0.0,0.36
120.0,3.0,1.0,1,11.0,4,0.0,2.5
85.0,2.0,2.0,1,11.0,3,1.0,1.7
90.0,2.0,2.0,1,0.0,5,0.0,2.45
65.0,1.0,2.0,1,21.0,4,0.0,0.85
130.0,4.0,2.0,1,16.0,3,0.0,1.7
75.0,1.0,2.0,1,21.0,5,0.0,0.9
75.0,2.0,2.0,1,1.0,4,0.0,3.25
100.0,2.0,3.0,1,21.0,5,1.0,1.7
50.0,1.0,2.0,1,21.0,3,0.0,0.645
90.0,2.0,2.0,1,21.0,1,0.0,4.197
129.0,3.0,2.0,1,21.0,5,0.0,3.6
169.0,1.0,2.0,0,21.0,5,0.0,5.7
90.0,2.0,2.0,2,0.0,4,0.0,1.985
110.0,3.0,2.0,1,0.0,4,0.0,3.2
30.0,3.0,4.0,1,4.0,6,1.0,1.55
130.0,3.0,3.0,1,0.0,4,0.0,3.45
85.0,2.0,3.0,1,0.0,6,0.0,2.45
120.0,3.0,3.0,2,0.0,3,0.0,3.195
165.0,4.0,2.0,5,4.0,5,1.0,6.9
100.0,2.0,3.0,2,0.0,3,0.0,2.5
100.0,2.0,2.0,1,4.0,4,0.0,1.86
80.0,2.0,2.0,1,0.0,4,0.0,2.5
138.0,3.0,2.0,3,0.0,3,1.0,4.99
100.0,3.0,2.0,2,21.0,4,0.0,1.3
100.0,2.0,2.0,1,4.0,4,0.0,1.86
110.0,3.0,5.0,1,21.0,5,1.0,1.75
50.0,1.0,2.0,1,21.0,3,0.0,0.65
60.0,1.0,2.0,1,21.0,4,0.0,0.75
90.0,2.0,2.0,1,5.0,4,0.0,2.75
200.0,4.0,2.0,2,5.0,5,0.0,5.0
95.0,3.0,10.0,2,11.0,12,0.0,3.3
75.0,2.0,2.0,1,5.0,3,0.0,2.25
175.0,4.0,2.0,2,4.0,4,0.0,3.6
90.0,2.0,4.0,1,21.0,4,0.0,1.1
70.0,2.0,2.0,1,21.0,3,0.0,3.4
98.0,2.0,3.0,1,1.0,4,1.0,2.45
130.0,4.0,1.0,2,0.0,4,0.0,3.999999
90.0,2.0,2.0,1,16.0,5,0.0,1.65
95.0,2.0,2.0,1,0.0,3,0.0,2.195
145.0,3.0,2.0,1,1.0,1,0.0,16.0
20.0,1.0,2.0,1,0.0,1,0.0,0.09
120.0,3.0,3.0,1,0.0,3,0.0,3.55
150.0,4.0,3.0,1,0.0,3,0.0,3.1
140.0,3.0,2.0,2,0.0,7,0.0,2.9
85.0,3.0,2.0,0,5.0,4,0.0,2.2
120.0,3.0,2.0,1,0.0,4,0.0,2.4
90.0,3.0,2.0,1,0.0,3,0.0,2.7
110.0,3.0,2.0,1,0.0,4,0.0,2.25
150.0,3.0,3.0,2,0.0,3,1.0,3.6
125.0,3.0,2.0,2,0.0,3,1.0,4.85
140.0,2.0,2.0,1,0.0,2,0.0,2.5
100.0,3.0,5.0,1,16.0,5,1.0,2.15
140.0,3.0,6.0,2,11.0,9,0.0,5.25
200.0,3.0,2.0,2,11.0,2,0.0,7.5
105.0,3.0,2.0,2,0.0,3,0.0,3.3
140.0,3.0,2.0,1,0.0,3,0.0,3.6
115.0,3.0,3.0,1,0.0,3,0.0,2.15
100.0,2.0,3.0,1,21.0,4,0.0,1.47
150.0,4.0,2.0,2,4.0,1,0.0,4.35
95.0,2.0,7.0,1,5.0,10,1.0,2.7
135.0,3.0,1.0,2,5.0,4,1.0,3.275
75.0,1.0,2.0,1,5.0,2,1.0,1.78
120.0,3.0,2.0,2,0.0,3,0.0,2.4
115.0,3.0,2.0,1,0.0,4,0.0,3.65
90.0,3.0,2.0,1,21.0,3,0.0,3.85
70.0,2.0,3.0,1,21.0,3,0.0,4.25
120.0,3.0,5.0,1,21.0,5,0.0,2.05
140.0,3.0,1.0,2,5.0,2,1.0,2.815
115.0,3.0,1.0,2,4.0,3,1.0,3.6
110.0,3.0,2.0,1,16.0,3,1.0,2.1
65.0,1.0,2.0,1,5.0,5,1.0,2.525
125.0,4.0,2.0,1,11.0,1,0.0,5.15
120.0,3.0,2.0,1,16.0,4,1.0,1.8
150.0,3.0,3.0,1,0.0,3,0.0,3.1
90.0,2.0,1.0,1,11.0,3,0.0,2.25
135.0,3.0,1.0,1,4.0,3,0.0,2.4
125.0,4.0,2.0,1,11.0,3,0.0,2.34
145.0,3.0,3.0,2,5.0,3,0.0,3.55
130.0,3.0,2.0,1,4.0,4,1.0,4.3
112.0,3.0,2.0,2,0.0,4,0.0,8.8
135.0,3.0,2.0,1,5.0,3,0.0,3.175
130.0,3.0,3.0,1,0.0,3,0.0,3.25
70.0,2.0,2.0,1,0.0,3,1.0,2.9
123.0,3.0,2.0,2,0.0,3,0.0,2.5
206.0,3.0,2.0,3,0.0,3,0.0,4.55
90.0,3.0,10.0,1,16.0,14,1.0,2.0
120.0,3.0,1.0,2,0.0,4,0.0,4.7
100.0,2.0,3.0,1,21.0,3,0.0,1.475
140.0,3.0,2.0,1,0.0,4,0.0,3.25
90.0,2.0,2.0,1,2.0,3,0.0,2.25
60.0,2.0,1.0,1,0.0,3,0.0,1.75
100.0,3.0,4.0,1,21.0,4,1.0,2.4
87.0,2.0,2.0,1,1.0,2,0.0,1.85
210.0,5.0,4.0,3,1.0,4,0.0,4.25
70.0,2.0,2.0,1,1.0,3,0.0,2.18
100.0,3.0,2.0,1,5.0,2,0.0,6.75
150.0,4.0,2.0,2,21.0,2,0.0,4.5
98.0,3.0,1.0,1,5.0,5,0.0,2.35
147.0,4.0,2.0,2,0.0,3,1.0,4.5
66.0,2.0,3.0,1,0.0,3,1.0,2.35
85.0,2.0,2.0,1,5.0,3,0.0,1.95
145.0,3.0,3.0,2,0.0,3,1.0,6.5
90.0,2.0,2.0,1,0.0,3,0.0,2.8
220.0,4.0,5.0,2,4.0,5,0.0,3.75
100.0,3.0,2.0,1,21.0,3,0.0,3.5
130.0,3.0,3.0,2,0.0,3,1.0,4.25
100.0,3.0,2.0,1,0.0,3,0.0,2.4
70.0,2.0,4.0,1,5.0,4,0.0,3.95
80.0,2.0,1.0,1,5.0,3,0.0,2.355
90.0,3.0,2.0,2,5.0,5,0.0,1.99
120.0,3.0,1.0,1,5.0,4,0.0,2.495
125.0,3.0,4.0,1,21.0,5,1.0,1.53
92.0,2.0,2.0,1,0.0,3,0.0,2.09
95.0,2.0,1.0,1,5.0,1,0.0,2.975
92.0,2.0,4.0,1,21.0,5,0.0,1.4
100.0,3.0,4.0,1,21.0,5,0.0,1.75
165.0,4.0,3.0,2,0.0,3,0.0,3.8
160.0,3.0,4.0,2,0.0,4,0.0,4.5
120.0,3.0,3.0,2,4.0,5,1.0,4.385
90.0,2.0,2.0,1,0.0,5,1.0,1.6
150.0,3.0,3.0,2,0.0,3,0.0,4.0
95.0,3.0,2.0,1,16.0,3,1.0,1.715
100.0,3.0,4.0,1,21.0,6,0.0,2.25
130.0,3.0,2.0,1,21.0,4,1.0,2.45
110.0,3.0,3.0,1,0.0,5,0.0,3.3
115.0,2.0,2.0,1,5.0,3,0.0,1.51
100.0,3.0,2.0,1,5.0,4,0.0,3.7
105.0,3.0,1.0,1,21.0,5,1.0,2.5
89.0,2.0,2.0,1,0.0,2,1.0,2.199
190.0,5.0,3.0,1,0.0,3,0.0,3.5
110.0,3.0,2.0,1,0.0,3,0.0,2.499999
100.0,2.0,2.0,1,0.0,2,0.0,2.25
100.0,2.0,2.0,0,4.0,2,0.0,1.89
155.0,3.0,3.0,2,5.0,3,0.0,3.445
120.0,3.0,2.0,1,21.0,3,1.0,2.92
70.0,2.0,2.0,1,5.0,4,1.0,2.98
180.0,4.0,2.0,2,5.0,4,0.0,3.0
100.0,3.0,5.0,1,21.0,6,0.0,1.45
115.0,3.0,2.0,1,21.0,4,0.0,1.65
115.0,3.0,2.0,1,1.0,3,0.0,2.95
260.0,6.0,2.0,2,3.0,2,0.0,7.7
200.0,4.0,3.0,2,0.0,3,0.0,4.25
130.0,2.0,2.0,2,0.0,4,0.0,3.55
130.0,3.0,2.0,2,0.0,4,0.0,3.55
120.0,2.0,2.0,1,0.0,3,0.0,3.0
95.0,2.0,4.0,1,21.0,5,1.0,1.54
75.0,2.0,3.0,1,5.0,7,1.0,3.25
125.0,3.0,2.0,1,0.0,3,0.0,3.25
50.0,2.0,2.0,1,21.0,2,1.0,3.15
120.0,2.0,2.0,1,5.0,3,0.0,3.6
100.0,3.0,2.0,1,0.0,4,0.0,2.9
125.0,3.0,4.0,1,11.0,4,0.0,1.79
280.0,6.0,2.0,3,11.0,4,1.0,8.75
95.0,3.0,1.0,1,21.0,5,0.0,1.79
100.0,3.0,2.0,1,21.0,6,0.0,1.625
90.0,1.0,2.0,1,21.0,2,0.0,1.59
125.0,3.0,4.0,1,16.0,5,0.0,2.3
50.0,1.0,2.0,1,5.0,4,0.0,1.6
75.0,2.0,4.0,1,16.0,4,0.0,1.925
150.0,4.0,2.0,2,0.0,4,0.0,3.4
100.0,5.0,2.0,2,16.0,2,1.0,3.12
100.0,3.0,4.0,1,21.0,5,0.0,1.8
86.0,3.0,1.0,1,5.0,3,0.0,2.85
120.0,3.0,1.0,1,0.0,4,0.0,2.6
68.0,2.0,1.0,1,0.0,4,0.0,2.5
85.0,2.0,2.0,1,4.0,3,0.0,2.45
250.0,5.0,2.0,3,3.0,3,0.0,13.65
120.0,3.0,4.0,1,16.0,4,0.0,10.0
165.0,4.0,3.0,1,2.0,3,0.0,3.55
120.0,3.0,3.0,2,5.0,4,1.0,4.5
103.0,2.0,3.0,1,0.0,3,0.0,2.6
125.0,3.0,1.0,2,0.0,3,1.0,3.995
185.0,4.0,2.0,2,5.0,3,0.0,5.5
132.0,3.0,2.0,1,11.0,3,1.0,6.5
70.0,1.0,2.0,1,4.0,6,0.0,1.15
150.0,3.0,4.0,2,3.0,4,1.0,3.46
110.0,3.0,4.0,1,21.0,5,0.0,3.75
119.0,3.0,3.0,2,21.0,5,1.0,1.99
150.0,4.0,3.0,2,0.0,4,1.0,4.119
100.0,2.0,2.0,1,5.0,3,0.0,1.98
155.0,4.0,3.0,2,0.0,3,0.0,3.75
239.0,1.0,2.0,0,21.0,2,0.0,1.8
145.0,3.0,3.0,1,5.0,3,0.0,3.65
120.0,3.0,2.0,2,0.0,3,0.0,3.75
90.0,2.0,2.0,1,3.0,3,0.0,2.0
105.0,3.0,1.0,2,5.0,6,1.0,2.1
110.0,3.0,2.0,1,21.0,4,0.0,1.95
150.0,4.0,3.0,2,0.0,4,0.0,4.3
110.0,3.0,1.0,1,5.0,3,0.0,3.2
110.0,3.0,2.0,1,5.0,3,0.0,2.0
140.0,3.0,2.0,2,4.0,5,1.0,4.6
130.0,4.0,3.0,1,5.0,3,0.0,3.6
90.0,2.0,2.0,1,11.0,3,0.0,2.1
80.0,2.0,3.0,1,3.0,3,1.0,2.85
84.0,2.0,2.0,2,0.0,4,0.0,4.29
140.0,3.0,2.0,1,21.0,6,1.0,1.95
215.0,5.0,2.0,3,4.0,4,1.0,8.0
93.0,3.0,3.0,2,0.0,3,0.0,3.0
180.0,8.0,2.0,3,21.0,3,0.0,31.5
240.0,4.0,2.0,3,0.0,4,0.0,7.5
190.0,3.0,2.0,3,0.0,2,0.0,4.789
120.0,3.0,3.0,1,21.0,5,1.0,2.75
140.0,3.0,3.0,2,4.0,3,1.0,4.05
140.0,3.0,3.0,1,0.0,3,0.0,2.85
125.0,2.0,2.0,2,5.0,3,0.0,3.6
65.0,3.0,2.0,2,5.0,1,0.0,3.2
140.0,3.0,2.0,2,4.0,3,0.0,5.95
130.0,3.0,2.0,1,5.0,3,1.0,3.55
100.0,2.0,2.0,2,4.0,3,0.0,2.2
110.0,3.0,2.0,1,21.0,5,1.0,1.65
160.0,4.0,2.0,1,5.0,2,0.0,3.49
220.0,3.0,2.0,2,16.0,2,0.0,7.5
123.0,3.0,2.0,2,0.0,3,0.0,2.5
86.0,2.0,2.0,1,16.0,5,0.0,1.8
120.0,3.0,3.0,2,0.0,4,0.0,3.475
160.0,3.0,2.0,2,5.0,3,0.0,2.95
115.0,2.0,2.0,2,0.0,4,1.0,2.799999
195.0,1.0,2.0,0,21.0,3,0.0,5.2
115.0,3.0,3.0,1,2.0,3,0.0,2.5
103.0,3.0,3.0,2,0.0,4,0.0,2.8
120.0,3.0,3.0,1,0.0,4,0.0,2.95
180.0,6.0,2.0,2,11.0,2,0.0,6.5
68.0,2.0,2.0,1,11.0,6,0.0,1.7
95.0,2.0,4.0,1,21.0,5,1.0,1.62
175.0,4.0,1.0,1,16.0,5,0.0,3.15
80.0,2.0,4.0,1,5.0,7,0.0,1.32
95.0,2.0,2.0,1,4.0,5,1.0,2.275
55.0,1.0,1.0,1,4.0,4,0.0,1.95
50.0,1.0,1.0,1,0.0,6,0.0,3.2
105.0,2.0,6.0,1,0.0,6,0.0,4.0
135.0,3.0,3.0,2,0.0,3,0.0,2.85
125.0,3.0,2.0,1,0.0,3,0.0,2.9
120.0,3.0,1.0,1,21.0,5,0.0,2.95
